gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YFR020W,32.54759,-2.720566,0.4377002,6.499505e-12,7.634511e-11
YFR022W,57.74047,-1.318868,0.24488094,3.462302e-08,2.095551e-07
YFR033C,1999.189,-1.059287,0.30650938,0.0003290163,0.0009679732
YFR045W,74.42843,-1.434606,0.3134274,1.905009e-06,8.43818e-06
YFR049W,23.15711,-1.438646,0.4327207,0.0003248752,0.0009580266
YFR052W,101.6394,-1.309214,0.2367444,1.557788e-08,1.013441e-07
YFR053C,721.9527,-1.426239,0.29898439,7.581638e-07,3.668217e-06
YFR055W,28.6997,-1.239462,0.44517941,0.002494462,0.00603677
YGL001C,140.8677,-3.62665,0.37455422,1.9299280000000001e-25,1.9431010000000001e-23
YGL003C,144.2158,-1.127791,0.19732133,6.427791e-09,4.505136e-08
YGL005C,139.5242,-1.179784,0.27907538,1.285504e-05,4.894329e-05
YGL006W,1215.142,-1.450263,0.36929243,3.273719e-05,0.0001152982
YGL010W,46.21089,-2.160716,0.44847489,1.264327e-07,6.967527e-07
YGL028C,15.51384,-1.825749,0.46411889,1.567085e-05,5.859745e-05
YGL039W,17.32081,-1.034121,0.34345786,0.001573779,0.00397867
YGL054C,183.5366,-4.229703,0.5037437,4.7040429999999995e-20,2.193952e-18
YGL055W,2445.054,-1.552331,0.34811081,2.768594e-06,1.188977e-05
YGL056C,65.84275,-1.685242,0.26907745,1.102422e-10,1.034418e-09
YGL059W,85.44314,-2.221362,0.34928802,1.684158e-11,1.854621e-10
YGL062W,312.9604,-1.810748,0.25888919,6.32334e-13,9.136435e-12
YGL063W,29.0853,-1.254988,0.37689334,0.0004157838,0.001197692
YGL077C,70.54047,-1.582862,0.28571664,1.020533e-08,6.908474e-08
YGL082W,955.9041,-3.013319,0.41528594,1.475087e-15,3.294535e-14
YGL104C,24.32579,-1.864589,0.39742871,5.097601e-07,2.530053e-06
YGL115W,62.58879,-1.21759,0.31444326,5.559897e-05,0.0001880876
YGL117W,60.32869,-1.899567,0.43917767,2.533221e-06,1.096807e-05
YGL121C,117.7673,-1.683098,0.46023397,6.261398e-05,0.000209694
YGL124C,33.19624,-1.519925,0.35073414,5.16058e-06,2.118677e-05
YGL125W,34.63708,-1.986711,0.34879812,1.875179e-09,1.434772e-08
YGL126W,22.07247,-1.776289,0.39294681,1.383434e-06,6.32021e-06
YGL139W,20.8508,-1.921445,0.36704514,2.854378e-08,1.759506e-07
YGL142C,112.2839,-1.000425,0.16889386,2.069582e-09,1.572139e-08
YGL146C,36.26913,-1.162525,0.29574707,4.646984e-05,0.0001591567
YGL153W,232.0698,-1.113972,0.20753013,4.726183e-08,2.796472e-07
YGL154C,57.76773,-1.527147,0.25188915,4.979828e-10,4.200406e-09
YGL159W,29.57948,-2.048384,0.326921,5.022137e-11,5.027186e-10
YGL160W,82.48934,-1.953374,0.28184363,7.346517e-13,1.047168e-11
YGL161C,127.177,-2.178857,0.26239081,1.03563e-17,3.35153e-16
YGL179C,126.7528,-1.339187,0.22296042,8.99329e-10,7.24834e-09
YGL187C,14.6842,-4.05852,0.87619846,3.192338e-09,2.345355e-08
YGL188C-A,31.15416,-3.548883,0.8284495,2.522847e-08,1.576593e-07
YGL191W,165.4482,-1.751654,0.5461193,0.0002591674,0.0007805787
YGL194C-A,14.94888,-2.740617,0.55534996,8.9206e-09,6.112337e-08
YGL196W,63.40869,-1.360809,0.22826455,1.154005e-09,9.14982e-09
YGL204C,64.27202,-1.284911,0.36880166,0.0002298228,0.0006991682
YGL205W,16.27402,-1.377132,0.36846197,7.767124e-05,0.0002556661
YGL222C,293.4565,-1.629753,0.30983843,4.455479e-08,2.643695e-07
YGL223C,25.58444,-1.082731,0.33326305,0.000673391,0.001846658
YGL253W,71.8245,-1.569463,0.37195435,7.883288e-06,3.126665e-05
YGL254W,9.801816,-1.523835,0.48654713,0.000535064,0.001499736
YGL263W,17.49078,-1.237994,0.47888543,0.004418066,0.01008776
YGR006W,39.6148,-1.472164,0.32783197,2.709524e-06,1.165187e-05
YGR008C,647.9741,-4.064241,0.47333603,6.76433e-21,4.0099200000000003e-19
YGR010W,32.01893,-1.219955,0.30189948,2.75517e-05,9.856763e-05
YGR015C,9.065431,-2.00016,0.53999162,2.434632e-05,8.809394e-05
YGR018C,7.577467,-1.950446,0.68550231,0.0004487181,0.001278625
YGR019W,100.7878,-1.548369,0.30689193,1.581019e-07,8.585964e-07
YGR023W,81.6845,-1.326303,0.36157504,0.000108972,0.0003499795
YGR028W,135.9968,-1.120936,0.26750884,1.607736e-05,6.002276e-05
YGR029W,59.03687,-1.492565,0.25101871,1.070739e-09,8.532283e-09
YGR030C,89.60182,-1.260723,0.37818184,0.0004072165,0.001176218
YGR031C-A,10.29262,-2.125051,0.5438955,7.784518e-06,3.091872e-05
YGR035C,207.98,-5.460002,0.50021848,6.865442e-30,1.6128699999999999e-27
YGR036C,63.00724,-2.052715,0.29681775,6.420551e-13,9.238282e-12
YGR040W,16.0493,-1.04892,0.44476211,0.01041613,0.02164085
YGR043C,44.94835,-1.16877,0.48598827,0.007899671,0.01692825
YGR045C,32.4958,-1.930123,0.31189551,1.091189e-10,1.025394e-09
YGR050C,30.14377,-2.303912,0.39931229,4.848109e-10,4.094748e-09
YGR052W,121.9977,-2.545074,0.44442494,2.576102e-10,2.27263e-09
YGR053C,85.23852,-1.743372,0.40524717,3.975311e-06,1.663443e-05
YGR067C,173.0812,-5.983582,0.52541984,9.493076000000001e-33,2.737026e-30
YGR068C,27.98773,-1.745731,0.34916667,1.420686e-07,7.768457e-07
YGR074W,6.786843,-1.801928,0.77133213,0.002331643,0.0056905
YGR075C,20.12577,-1.431636,0.37099866,4.438488e-05,0.0001530072
YGR088W,396.8309,-3.995705,0.34347309,1.790659e-34,6.310082e-32
YGR110W,46.09929,-2.274982,0.49225849,2.245022e-07,1.185733e-06
YGR117C,85.75683,-1.278841,0.21511454,1.401685e-09,1.096287e-08
YGR121C,97.4441,-1.425637,0.30497018,1.209743e-06,5.606908e-06
YGR122W,60.29854,-2.890522,0.48862563,2.085041e-11,2.260755e-10
YGR127W,116.0067,-1.358892,0.33347803,2.012894e-05,7.384491e-05
YGR131W,87.37818,-3.317337,0.2801081,2.130358e-35,9.008573e-33
YGR132C,29.72066,-2.606451,0.45403626,1.863558e-10,1.681444e-09
YGR133W,6.481551,-1.104635,0.56908091,0.02567961,0.04821855
YGR143W,133.0389,-1.771542,0.29428795,4.32958e-10,3.6912e-09
YGR146C-A,1.917117,-1.548113,0.94379149,0.01399529,0.02811024
YGR149W,43.35066,-1.205082,0.26937001,4.098467e-06,1.709177e-05
YGR161C,559.2909,-1.848771,0.36689823,9.396525e-08,5.265208e-07
YGR161W-C,71.7388,-3.147913,0.65293847,4.017107e-09,2.895513e-08
YGR163W,45.39023,-1.191044,0.30418921,4.799737e-05,0.0001637845
YGR164W,12.18785,-1.266533,0.39300758,0.0005937491,0.00165182
YGR171C,32.40167,-1.278615,0.29322031,6.34657e-06,2.569004e-05
YGR172C,23.76259,-1.3135,0.40661555,0.0005426042,0.001518191
YGR174W-A,3.058132,-1.840088,1.11707313,0.005437072,0.01211783
YGR183C,281.7993,-2.616426,0.35578211,3.965581e-15,8.301544e-14
YGR197C,102.9793,-2.024879,0.22612775,5.328492e-20,2.431556e-18
YGR201C,313.9777,-1.742144,0.57254095,0.0004443297,0.001270114
YGR202C,229.2493,-1.057596,0.22184738,1.155847e-06,5.386876e-06
YGR203W,33.90675,-3.902218,0.59571142,4.111971e-14,7.245064e-13
YGR204C-A,39.08081,-4.260774,1.06447517,5.161712e-08,3.03436e-07
YGR204W,378.0329,-1.027869,0.27200633,9.832015e-05,0.000317215
YGR205W,129.4656,-4.282277,0.4103083,2.193786e-28,3.881834e-26
YGR209C,580.0344,-1.32215,0.45067572,0.001406118,0.003606552
YGR212W,38.44331,-1.573662,0.39124604,1.813681e-05,6.704068e-05
YGR223C,32.80032,-1.089277,0.32088717,0.0003992729,0.001155378
YGR227W,44.23758,-1.304512,0.27276665,8.325469e-07,3.994588e-06
YGR236C,51.07031,-2.247845,0.92610792,0.0005038583,0.001420432
YGR243W,63.72655,-4.216572,0.66704703,2.360093e-13,3.696314e-12
YGR244C,61.69229,-1.509995,0.42967101,0.0001469096,0.000462226
YGR247W,16.046,-1.763874,0.50520377,9.619135e-05,0.0003109795
YGR248W,58.89333,-1.8612,0.47978547,1.789852e-05,6.623704e-05
YGR249W,39.39536,-1.799083,0.40474782,1.86432e-06,8.281081e-06
YGR250C,194.2405,-1.080973,0.3226452,0.0004719971,0.001337149
YGR255C,184.0159,-2.632242,0.3215697,5.371284e-18,1.780643e-16
YGR266W,192.3836,-1.185495,0.24910417,1.065626e-06,5.003156e-06
YGR268C,20.11791,-1.407407,0.46488639,0.0009167767,0.002449501
YGR286C,18.26239,-1.902828,0.4347785,2.002371e-06,8.844735e-06
YGR287C,198.5488,-3.0155,0.43707393,1.943398e-14,3.552442e-13
YGR288W,89.26534,-3.088707,0.28676387,1.135594e-29,2.401025e-27
YGR289C,625.5669,-3.857247,0.56195418,4.58675e-15,9.415455e-14
YGR292W,452.2785,-6.051413,0.7769469,4.740257e-18,1.59087e-16
YGR295C,97.73759,-2.774106,0.37717181,1.989009e-15,4.320646e-14
YHL003C,70.65852,-1.431707,0.32170143,3.45764e-06,1.461147e-05
YHL006C,14.58244,-1.659371,0.54138206,0.0005023867,0.001417544
YHL008C,311.5897,-1.135057,0.29586953,7.032554e-05,0.0002329373
YHL018W,2.940796,-1.411568,0.85631356,0.02104437,0.04042533
YHL021C,539.422,-3.374902,0.75191753,1.252694e-08,8.337711e-08
YHL024W,123.5463,-2.791808,0.33992854,2.105624e-18,7.503355000000001e-17
YHL032C,158.2063,-2.006694,0.3218272,6.766826e-11,6.573044e-10
YHL036W,107.6854,-1.08619,0.36984067,0.001888385,0.004673439
YHL040C,17.09992,-1.834576,0.41914011,2.34308e-06,1.020753e-05
YHL043W,25.3468,-2.182086,0.41308129,1.098153e-08,7.370991e-08
YHL044W,21.28308,-1.564714,0.3919329,2.084522e-05,7.625214e-05
YHR001W,38.39926,-1.158689,0.30632081,8.509136e-05,0.0002786446
YHR001W-A,41.13263,-2.590495,0.47835107,1.255866e-09,9.920248e-09
YHR002W,129.8347,-2.00133,0.24632351,7.278468e-17,1.998585e-15
YHR005C-A,38.01833,-1.471492,0.33218397,3.591456e-06,1.513661e-05
YHR016C,58.40107,-1.056453,0.33309355,0.0009020043,0.002416647
YHR017W,51.66291,-1.722087,0.32370665,2.736974e-08,1.695373e-07
YHR018C,41.79616,-1.593214,0.39643476,1.77723e-05,6.580836e-05
YHR021W-A,23.63776,-1.372661,0.46240239,0.001166893,0.00305095
YHR022C,28.28788,-1.367297,0.35110389,4.215494e-05,0.000145875
YHR024C,34.28191,-1.673584,0.32445584,7.12002e-08,4.076019e-07
YHR026W,57.30403,-2.278762,0.39987761,7.966778e-10,6.51202e-09
YHR029C,11.8433,-2.748476,0.67785721,5.190791e-07,2.57228e-06
YHR037W,79.33181,-1.767481,0.28679251,1.793198e-10,1.629549e-09
YHR044C,9.95278,-2.188955,0.79396041,0.000274267,0.0008225416
YHR046C,15.14052,-1.142914,0.51187781,0.01260058,0.02563357
YHR050W,104.113,-1.446169,0.27760126,7.710232e-08,4.382258e-07
YHR051W,64.48591,-2.686357,0.41378157,1.254205e-12,1.71453e-11
YHR063C,32.95834,-1.026478,0.36181069,0.00274802,0.006585074
YHR074W,45.64337,-2.12125,0.30765341,6.192463e-13,8.988282e-12
YHR075C,85.36631,-1.106997,0.26191182,1.389006e-05,5.266269e-05
YHR080C,383.6795,-1.214827,0.26371995,2.167874e-06,9.522733e-06
YHR086W-A,2.812928,-2.069985,1.0547848,0.001968309,0.004857971
YHR087W,208.4908,-2.505293,0.57741593,3.60737e-07,1.842315e-06
YHR094C,5.715579,-1.51851,0.69470429,0.006774491,0.01477668
YHR096C,107.4863,-2.632921,0.66640393,1.183032e-06,5.505481e-06
YHR097C,384.5824,-1.295292,0.32719399,3.553717e-05,0.0001245372
YHR101C,65.65366,-1.162323,0.22160615,8.837408e-08,4.978302e-07
YHR105W,12.34822,-2.023248,0.52792069,1.402977e-05,5.309716e-05
YHR106W,63.15825,-1.249442,0.29272444,9.936494e-06,3.87621e-05
YHR109W,19.23785,-1.176626,0.39930212,0.001647484,0.004133698
YHR120W,442.7038,-1.982477,0.36889169,1.16096e-08,7.759712e-08
YHR136C,42.80611,-3.10328,0.68431772,1.911365e-08,1.22339e-07
YHR138C,125.2532,-1.309888,0.42563877,0.0009071871,0.00242797
YHR139C,39.49542,-2.633883,0.57844884,8.525805e-08,4.815599e-07
YHR140W,95.35008,-1.038866,0.25356626,2.603877e-05,9.369441e-05
YHR143W,18.23654,-1.493785,0.48173523,0.0006249777,0.00172878
YHR147C,37.88583,-2.804456,0.38928537,5.313121e-15,1.069877e-13
YHR162W,348.5391,-1.466224,0.35122453,1.128543e-05,4.335764e-05
YHR166C,96.87585,-1.239526,0.24156673,1.501726e-07,8.176348e-07
YHR167W,50.29295,-1.796799,0.25283453,2.905214e-13,4.450589e-12
YHR171W,44.24429,-2.190717,0.36808055,2.360606e-10,2.094172e-09
YHR177W,17.01626,-1.134515,0.38526734,0.001743921,0.004344734
YHR180W,22.09307,-3.293552,0.732422,1.423182e-08,9.335308e-08
YHR185C,6.954094,-2.300889,0.71387421,5.008662e-05,0.0001706227
YHR189W,14.76558,-1.271859,0.39600669,0.0006119683,0.001696554
YHR190W,107.2588,-1.151411,0.32872043,0.0002516158,0.0007603616
YHR195W,195.8113,-2.701475,0.29691478,1.367201e-21,8.759754999999999e-20
YHR198C,60.15411,-2.889847,0.37781417,1.267037e-16,3.362684e-15
YHR210C,45.56019,-1.63313,0.43107962,4.178486e-05,0.0001446732
YHR211W,131.8509,-3.872356,0.59122504,4.104492e-14,7.245064e-13
YHR214C-E,13.39698,-1.953812,0.74186286,0.0007664863,0.002076815
YIL004C,28.01578,-1.4164,0.41312654,0.0002332814,0.0007083311
YIL006W,8.63405,-1.231389,0.58193121,0.01433477,0.02870121
YIL012W,6.745168,-2.774197,0.88038338,1.454368e-05,5.481317e-05
YIL014C-A,10.19843,-1.440343,0.62695653,0.006373598,0.01396467
YIL017C,230.6254,-1.326338,0.25845062,1.356942e-07,7.452019e-07
YIL042C,27.23945,-1.217392,0.34628049,0.0002224312,0.0006786346
YIL043C,39.86924,-4.365775,0.5379091,6.368018e-19,2.508841e-17
YIL045W,1687.406,-1.622849,0.33917799,5.231836e-07,2.590596e-06
YIL050W,65.91405,-1.810599,0.25771907,5.065811e-13,7.438065e-12
YIL051C,116.3162,-1.504967,0.30880561,4.057733e-07,2.05741e-06
YIL056W,190.7709,-1.359983,0.27883844,4.849107e-07,2.414277e-06
YIL057C,182.1752,-7.3683,0.80535147,6.160327e-26,7.236103e-24
YIL059C,40.11951,-2.756057,0.52117869,1.314689e-09,1.033342e-08
YIL062C,54.0192,-1.11948,0.42801082,0.004762307,0.01075759
YIL065C,51.21104,-1.489635,0.34494734,5.785728e-06,2.357025e-05
YIL083C,67.96334,-1.280472,0.27808588,2.033599e-06,8.951504e-06
YIL087C,127.3535,-1.939601,0.4523874,2.707709e-06,1.165187e-05
YIL088C,88.43118,-1.959921,0.29228979,3.4426e-12,4.273271e-11
YIL089W,22.18601,-1.418702,0.43891355,0.000460282,0.00130688
YIL103W,71.59457,-1.063037,0.37565537,0.002703041,0.006484641
YIL105C,118.6987,-1.523857,0.29720968,1.069263e-07,5.9338e-07
YIL105W-A,2.680945,-1.730937,0.9016542,0.005878497,0.01300453
YIL108W,90.9011,-1.704402,0.25598197,7.911347e-12,9.224572e-11
YIL110W,26.86926,-1.587768,0.33769092,8.31314e-07,3.994588e-06
YIL111W,336.1451,-2.217384,0.35846488,5.152618e-11,5.138845e-10
YIL113W,108.3457,-1.009015,0.3355056,0.001631835,0.004105802
YIL136W,239.323,-1.722425,0.33974486,1.034945e-07,5.768592e-07
YIL155C,384.3242,-2.044681,0.34699224,5.08038e-10,4.273853e-09
YIL156W-B,143.4317,-1.193467,0.44226462,0.003414307,0.008009227
YIL157C,26.11393,-1.851848,0.4296943,3.03683e-06,1.29453e-05
YIL160C,31.87489,-2.150303,0.539712,5.309228e-06,2.178295e-05
YIL162W,284.3614,-2.745368,0.34658187,2.81423e-17,8.150988e-16
YIL163C,4.960924,-1.879847,0.62325235,0.0003375125,0.0009888415
YIL164C,13.02003,-1.48514,0.4917125,0.0008194832,0.002212849
YIL166C,56.62164,-2.12585,0.39874099,9.970435e-09,6.7639e-08
YIL170W,2.889992,-1.647845,0.96057754,0.009579244,0.02006643
YIR005W,41.40757,-2.281394,0.44305089,1.617501e-08,1.047989e-07
YIR014W,76.84787,-1.037487,0.26322281,5.02825e-05,0.0001711062
YIR016W,32.17943,-2.344074,0.46382552,2.140641e-08,1.355098e-07
YIR018C-A,2.351011,-1.801557,1.11814203,0.006268159,0.01376218
YIR028W,25.38924,-1.336762,0.32914593,2.1951e-05,7.98367e-05
YIR029W,25.52092,-1.23674,0.42293856,0.001635926,0.004111602
YIR032C,10.05394,-1.387519,0.53630707,0.003442358,0.008069059
YIR039C,37.46396,-1.345536,0.33477604,2.591276e-05,9.333597e-05
YIR043C,36.86174,-2.588415,0.43881135,7.862289e-11,7.533308e-10
YJL002C,93.74463,-1.467531,0.29418014,2.387538e-07,1.251583e-06
YJL004C,23.29145,-2.103965,0.44158403,1.937893e-07,1.039058e-06
YJL043W,3.286454,-1.271334,0.68672059,0.02245673,0.04278853
YJL045W,31.55952,-1.754332,0.46614702,3.593601e-05,0.0001258653
YJL046W,27.629,-1.48325,0.3347432,3.50919e-06,1.481944e-05
YJL047C-A,22.90161,-1.343676,0.55080719,0.005472259,0.01218341
YJL048C,122.4939,-1.91122,0.29794555,2.669006e-11,2.831021e-10
YJL053W,52.70361,-1.902129,0.34333739,5.580304e-09,3.977064e-08
YJL060W,20.06959,-1.020581,0.44133739,0.0121192,0.02477348
YJL077C,5.442018,-1.496834,0.77365218,0.0113159,0.0233117
YJL078C,63.97047,-2.868363,0.37888429,2.5551e-16,6.405928e-15
YJL089W,115.6675,-1.531968,0.43884432,0.0001539641,0.0004820307
YJL094C,227.7492,-1.707657,0.31884922,2.311363e-08,1.455906e-07
YJL097W,101.2327,-1.067187,0.39710736,0.004119562,0.009498503
YJL100W,133.8217,-1.319814,0.2681889,4.077995e-07,2.064383e-06
YJL101C,135.4188,-1.697136,0.20895077,1.360104e-16,3.564934e-15
YJL108C,16.8327,-1.190876,0.56304125,0.01538264,0.03063487
YJL112W,266.421,-1.375842,0.20384295,6.806888e-12,7.966069e-11
YJL126W,19.86729,-1.988725,0.40033121,9.711244e-08,5.422396e-07
YJL127C-B,2.928157,-1.533574,0.99127465,0.01560099,0.03098219
YJL132W,103.7315,-1.090259,0.19661603,1.782581e-08,1.146746e-07
YJL133C-A,120.5113,-3.255027,0.3484482,1.2207410000000002e-23,1.060707e-21
YJL137C,90.06564,-2.323715,0.42878755,3.30484e-09,2.415046e-08
YJL141C,152.5903,-2.159878,0.48924616,8.336637e-07,3.996923e-06
YJL142C,572.1043,-1.385079,0.28235705,4.075953e-07,2.064383e-06
YJL146W,31.02006,-1.383266,0.35573266,4.221593e-05,0.0001460063
YJL153C,19.57952,-1.05102,0.40002283,0.00498964,0.01120329
YJL161W,61.3558,-3.118197,0.50097827,1.277617e-12,1.74278e-11
YJL163C,198.4763,-1.640781,0.296645,9.771265e-09,6.650121e-08
YJL164C,182.453,-2.364634,0.35220536,1.005269e-12,1.401412e-11
YJL166W,392.5403,-2.85169,0.84116456,5.097284e-06,2.095403e-05
YJL171C,121.0252,-2.28264,0.51264941,4.74499e-07,2.368015e-06
YJL181W,45.96819,-1.285294,0.29374558,5.883633e-06,2.395371e-05
YJL185C,11.02534,-1.69825,0.52000059,0.0002419042,0.0007324096
YJL196C,65.63255,-1.943394,0.45305439,2.657815e-06,1.14528e-05
YJL199C,77.68725,-5.013236,0.5568223,1.074888e-21,6.957159e-20
YJL210W,108.6687,-2.430015,0.24837591,6.193844e-24,5.533458e-22
YJL214W,24.91458,-2.277477,0.45112292,2.757997e-08,1.705066e-07
YJL216C,20.67966,-2.037808,0.61254148,8.183327e-05,0.00026853
YJR001W,124.4378,-1.474592,0.24433344,6.356229e-10,5.263389e-09
YJR008W,97.03325,-2.35664,0.5143846,2.048243e-07,1.089933e-06
YJR010W,49.46582,-1.518758,0.30082455,1.625192e-07,8.818302e-07
YJR011C,47.11802,-2.073912,0.31006315,2.911852e-12,3.701378e-11
YJR016C,25.92857,-1.412831,0.47459174,0.001064523,0.002812273
YJR024C,5.00097,-1.247391,0.66318924,0.02238958,0.04269906
YJR025C,133.6467,-1.264183,0.27425657,2.023959e-06,8.921454e-06
YJR034W,17.52828,-1.286136,0.37256499,0.0002578171,0.0007779894
YJR039W,171.285,-1.229396,0.32698908,8.606804e-05,0.000281407
YJR042W,94.01075,-1.180974,0.21769552,3.228106e-08,1.970729e-07
YJR044C,43.53084,-1.347247,0.34480861,4.108449e-05,0.0001424816
YJR048W,56.26686,-1.702031,0.4160704,1.073431e-05,4.15169e-05
YJR049C,105.9093,-1.068515,0.19544853,2.828931e-08,1.745517e-07
YJR062C,56.1524,-1.218428,0.29054675,1.431055e-05,5.403084e-05
YJR077C,77.76375,-1.707177,0.31667957,1.906435e-08,1.221466e-07
YJR095W,25.53417,-2.874496,0.73323663,6.060549e-07,2.973091e-06
YJR099W,31.51849,-1.396044,0.3332308,1.170103e-05,4.492716e-05
YJR103W,135.2892,-1.297394,0.1948988,1.402631e-11,1.571888e-10
YJR108W,25.08181,-1.159584,0.55333457,0.01689273,0.03326143
YJR109C,108.6476,-1.889891,0.30329998,9.106546e-11,8.634203e-10
YJR112W-A,17.06691,-1.133067,0.41013806,0.003055096,0.007260575
YJR115W,192.4325,-1.978402,0.44175183,1.046349e-06,4.916288e-06
YJR116W,47.65848,-2.297906,0.41875449,2.474416e-09,1.857423e-08
YJR121W,68.59668,-2.982062,0.39348753,1.460311e-16,3.811833e-15
YJR122W,61.83785,-1.015194,0.2988303,0.0004252751,0.001220597
YJR131W,51.72556,-1.485991,0.2629994,6.258794e-09,4.396404e-08
YJR135C,38.09506,-1.00368,0.32556476,0.00128041,0.00331631
YJR136C,59.72939,-2.221468,0.3572364,4.142167e-11,4.217297e-10
YJR148W,133.6096,-1.970869,0.44512069,1.342941e-06,6.154823e-06
YJR149W,54.67214,-2.138965,0.34012169,3.388917e-11,3.53551e-10
YJR161C,114.9477,-2.246536,0.35288046,1.491649e-11,1.659917e-10
YKL007W,39.03361,-1.174234,0.37454457,0.0008961158,0.002404324
YKL015W,83.18718,-1.106661,0.21432707,1.443463e-07,7.885388e-07
YKL016C,93.02615,-2.160443,0.37389036,7.253736e-10,5.944502e-09
YKL025C,75.20036,-1.706056,0.31766807,2.136352e-08,1.353734e-07
YKL026C,100.2701,-2.04862,0.52003072,8.591311e-06,3.378468e-05
YKL033W-A,187.6027,-1.383038,0.38107346,0.0001168327,0.0003740888
YKL034W,124.9845,-1.305427,0.19101963,4.109275e-12,5.022183e-11
YKL043W,148.7192,-1.801572,0.21992077,6.360514e-17,1.761779e-15
YKL044W,56.9545,-1.788203,0.351145,8.086465e-08,4.579683e-07
YKL047W,70.92557,-1.670528,0.25000282,7.130595e-12,8.329533e-11
YKL051W,135.5771,-3.209121,0.25884547,3.6430679999999995e-38,1.777537e-35
YKL053C-A,114.2002,-1.031636,0.37369421,0.00344771,0.00807862
YKL058W,18.49028,-2.668064,0.47861404,3.791945e-10,3.272423e-09
YKL062W,127.2814,-1.550453,0.20938556,4.843935e-14,8.371957e-13
YKL065C,556.5947,-1.252973,0.2037641,4.069306e-10,3.488055e-09
YKL065W-A,548.3116,-2.657052,0.61600086,2.332663e-07,1.225856e-06
YKL077W,33.258,-1.071738,0.3509095,0.001314448,0.003392003
YKL084W,12.75566,-1.176229,0.40501167,0.001883027,0.004661999
YKL085W,280.887,-1.283202,0.3235518,3.501128e-05,0.000122762
YKL091C,373.8256,-2.217682,0.3677131,1.342565e-10,1.245013e-09
YKL093W,31.7562,-1.841589,0.4824,2.388226e-05,8.646413e-05
YKL094W,207.0197,-1.386449,0.18617351,4.356892e-14,7.634189e-13
YKL096C-B,44.67501,-2.072909,0.4773164,1.483298e-06,6.734829e-06
YKL102C,6.374316,-1.377537,0.72186675,0.01599366,0.03167274
YKL116C,29.72073,-1.531348,0.31718356,4.89672e-07,2.43607e-06
YKL124W,170.5645,-1.246386,0.20380111,5.054027e-10,4.25733e-09
YKL128C,8.799027,-1.125435,0.54796833,0.01953875,0.03779636
YKL132C,19.13554,-1.637068,0.49324025,0.0002305417,0.0007006831
YKL133C,111.643,-1.605116,0.29401914,1.552784e-08,1.011223e-07
YKL137W,45.20771,-1.813717,0.33992487,2.100001e-08,1.333364e-07
YKL140W,83.76502,-1.976496,0.23929363,2.519906e-17,7.376135e-16
YKL141W,215.6196,-1.776359,0.27899471,4.793412e-11,4.812477e-10
YKL142W,142.246,-2.122595,0.32733716,9.992264e-12,1.15448e-10
YKL146W,98.0354,-1.308867,0.23357523,1.023403e-08,6.920515e-08
YKL148C,52.19784,-2.681492,0.38581708,5.620784e-14,9.507369e-13
YKL150W,402.1243,-5.53553,0.35531887,9.745767e-57,6.18174e-53
YKL151C,135.5489,-2.508065,0.39742089,8.410235e-12,9.788279e-11
YKL162C,19.67672,-1.939258,0.40416242,2.552438e-07,1.332649e-06
YKL163W,73.43474,-1.658871,0.3956378,7.549448e-06,3.009815e-05
YKL164C,33.3382,-1.985182,0.42666538,4.578262e-07,2.289203e-06
YKL168C,127.8932,-1.8141,0.29615342,2.070499e-10,1.854969e-09
YKL170W,17.94721,-1.114726,0.46552785,0.008733643,0.01849666
YKL174C,75.53784,-1.754062,0.27009055,2.170282e-11,2.337199e-10
YKL184W,65.31934,-2.194233,0.28170661,6.527912e-16,1.533576e-14
YKL187C,151.3169,-3.135784,0.38026989,3.5153379999999997e-19,1.46696e-17
YKL188C,141.2685,-1.053277,0.2499061,1.53965e-05,5.771869e-05
YKL189W,48.06717,-1.634958,0.32056302,1.032164e-07,5.758149e-07
YKL194C,32.21071,-1.309834,0.32934056,3.23385e-05,0.0001140206
YKL198C,102.1714,-1.979994,0.28957651,1.324277e-12,1.794849e-11
YKL206C,53.65484,-1.424729,0.30539787,1.268192e-06,5.841786e-06
YKL212W,71.44137,-1.14074,0.29198892,5.248158e-05,0.000178398
YKL217W,135.7653,-5.32593,0.48820784,8.191352e-30,1.855634e-27
YKL219W,44.07625,-1.722942,0.34883426,2.020385e-07,1.076916e-06
YKL220C,21.04106,-1.463208,0.3485572,1.024587e-05,3.987089e-05
YKL221W,19.74448,-1.316213,0.46270885,0.001862021,0.004617201
YKR009C,116.7115,-1.831363,0.45591265,1.104415e-05,4.256308e-05
YKR017C,99.78961,-1.862371,0.31744142,9.110725e-10,7.333671e-09
YKR021W,66.34305,-1.305606,0.27778539,1.246278e-06,5.753379e-06
YKR027W,29.39524,-1.531642,0.3277743,1.045963e-06,4.916288e-06
YKR030W,22.16324,-1.904491,0.36530254,3.327898e-08,2.021921e-07
YKR039W,22.69445,-1.115957,0.3475288,0.0007403905,0.002016443
YKR046C,180.9629,-3.044101,0.3285217,5.889546e-23,4.500891e-21
YKR049C,73.57026,-1.536039,0.51000945,0.0007649725,0.002075372
YKR051W,60.40967,-2.174885,0.28261511,1.436504e-15,3.231115e-14
YKR052C,12.96251,-1.116698,0.42754066,0.004827992,0.01087498
YKR058W,122.2514,-1.431997,0.32225871,3.566171e-06,1.504004e-05
YKR067W,462.6581,-1.168706,0.1963823,1.509376e-09,1.176163e-08
